"scenario","conflict_kind","category","path","raw"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_21/logs/candidate_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_21/logs/candidate_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_21/logs/candidate_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_21/logs/candidate_opt.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_21/logs/candidate_opt.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_21/logs/candidate_opt.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_21/logs/candidate_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_21/logs/candidate_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_21/logs/candidate_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_21/logs/final_cec_verify.log","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_21/logs/final_cec_verify.log"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_21/logs/original_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_21/logs/original_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_21/logs/original_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_21/logs/selected_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_21/logs/selected_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_21/logs/selected_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_21/output.blif","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_21/output.blif"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_22/logs/baseline_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_22/logs/baseline_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_22/logs/baseline_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_22/logs/baseline_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_22/logs/baseline_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_22/logs/baseline_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_22/logs/candidate_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_22/logs/candidate_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_22/logs/candidate_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_22/logs/candidate_opt.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_22/logs/candidate_opt.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_22/logs/candidate_opt.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_22/logs/candidate_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_22/logs/candidate_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_22/logs/candidate_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_22/logs/final_cec_verify.log","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_22/logs/final_cec_verify.log"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_22/logs/original_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_22/logs/original_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_22/logs/original_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_22/logs/selected_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_22/logs/selected_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_22/logs/selected_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_22/output.blif","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_22/output.blif"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_23/logs/baseline_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_23/logs/baseline_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_23/logs/baseline_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_23/logs/baseline_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_23/logs/baseline_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_23/logs/baseline_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_23/logs/candidate_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_23/logs/candidate_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_23/logs/candidate_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_23/logs/candidate_opt.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_23/logs/candidate_opt.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_23/logs/candidate_opt.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_23/logs/candidate_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_23/logs/candidate_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_23/logs/candidate_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_23/logs/final_cec_verify.log","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_23/logs/final_cec_verify.log"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_23/logs/original_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_23/logs/original_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_23/logs/original_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_23/logs/selected_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_23/logs/selected_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_23/logs/selected_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_23/output.blif","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_23/output.blif"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_24/logs/baseline_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_24/logs/baseline_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_24/logs/baseline_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_24/logs/baseline_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_24/logs/baseline_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_24/logs/baseline_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_24/logs/candidate_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_24/logs/candidate_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_24/logs/candidate_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_24/logs/candidate_opt.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_24/logs/candidate_opt.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_24/logs/candidate_opt.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_24/logs/candidate_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_24/logs/candidate_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_24/logs/candidate_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_24/logs/final_cec_verify.log","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_24/logs/final_cec_verify.log"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_24/logs/original_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_24/logs/original_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_24/logs/original_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_24/logs/selected_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_24/logs/selected_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_24/logs/selected_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_24/output.blif","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_24/output.blif"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_25/logs/baseline_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_25/logs/baseline_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_25/logs/baseline_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_25/logs/baseline_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_25/logs/baseline_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_25/logs/baseline_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_25/logs/candidate_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_25/logs/candidate_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_25/logs/candidate_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_25/logs/candidate_opt.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_25/logs/candidate_opt.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_25/logs/candidate_opt.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_25/logs/candidate_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_25/logs/candidate_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_25/logs/candidate_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_25/logs/final_cec_verify.log","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_25/logs/final_cec_verify.log"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_25/logs/original_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_25/logs/original_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_25/logs/original_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_25/logs/selected_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_25/logs/selected_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_25/logs/selected_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_25/output.blif","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_25/output.blif"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_26/logs/baseline_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_26/logs/baseline_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_26/logs/baseline_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_26/logs/baseline_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_26/logs/baseline_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_26/logs/baseline_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_26/logs/candidate_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_26/logs/candidate_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_26/logs/candidate_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_26/logs/candidate_opt.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_26/logs/candidate_opt.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_26/logs/candidate_opt.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_26/logs/candidate_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_26/logs/candidate_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_26/logs/candidate_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_26/logs/final_cec_verify.log","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_26/logs/final_cec_verify.log"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_26/logs/original_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_26/logs/original_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_26/logs/original_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_26/logs/selected_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_26/logs/selected_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_26/logs/selected_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_26/output.blif","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_26/output.blif"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_27/logs/baseline_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_27/logs/baseline_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_27/logs/baseline_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_27/logs/baseline_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_27/logs/baseline_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_27/logs/baseline_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_27/logs/candidate_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_27/logs/candidate_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_27/logs/candidate_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_27/logs/candidate_opt.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_27/logs/candidate_opt.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_27/logs/candidate_opt.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_27/logs/candidate_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_27/logs/candidate_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_27/logs/candidate_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_27/logs/final_cec_verify.log","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_27/logs/final_cec_verify.log"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_27/logs/original_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_27/logs/original_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_27/logs/original_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_27/logs/selected_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_27/logs/selected_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_27/logs/selected_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_27/output.blif","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_27/output.blif"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_28/logs/baseline_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_28/logs/baseline_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_28/logs/baseline_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_28/logs/baseline_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_28/logs/baseline_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_28/logs/baseline_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_28/logs/candidate_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_28/logs/candidate_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_28/logs/candidate_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_28/logs/candidate_opt.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_28/logs/candidate_opt.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_28/logs/candidate_opt.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_28/logs/candidate_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_28/logs/candidate_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_28/logs/candidate_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_28/logs/final_cec_verify.log","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_28/logs/final_cec_verify.log"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_28/logs/original_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_28/logs/original_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_28/logs/original_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_28/logs/selected_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_28/logs/selected_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_28/logs/selected_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_28/output.blif","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_28/output.blif"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_29/logs/baseline_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_29/logs/baseline_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_29/logs/baseline_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_29/logs/baseline_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_29/logs/baseline_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_29/logs/baseline_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_29/logs/candidate_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_29/logs/candidate_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_29/logs/candidate_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_29/logs/candidate_opt.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_29/logs/candidate_opt.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_29/logs/candidate_opt.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_29/logs/candidate_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_29/logs/candidate_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_29/logs/candidate_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_29/logs/final_cec_verify.log","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_29/logs/final_cec_verify.log"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_29/logs/original_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_29/logs/original_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_29/logs/original_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_29/logs/selected_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_29/logs/selected_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_29/logs/selected_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_29/output.blif","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_29/output.blif"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_3/logs/baseline_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_3/logs/baseline_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_3/logs/baseline_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_3/logs/baseline_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_3/logs/baseline_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_3/logs/baseline_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_3/logs/candidate_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_3/logs/candidate_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_3/logs/candidate_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_3/logs/candidate_opt.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_3/logs/candidate_opt.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_3/logs/candidate_opt.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_3/logs/candidate_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_3/logs/candidate_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_3/logs/candidate_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_3/logs/final_cec_verify.log","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_3/logs/final_cec_verify.log"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_3/logs/original_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_3/logs/original_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_3/logs/original_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_3/logs/selected_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_3/logs/selected_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_3/logs/selected_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_3/output.blif","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_3/output.blif"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_30/logs/baseline_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_30/logs/baseline_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_30/logs/baseline_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_30/logs/baseline_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_30/logs/baseline_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_30/logs/baseline_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_30/logs/candidate_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_30/logs/candidate_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_30/logs/candidate_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_30/logs/candidate_opt.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_30/logs/candidate_opt.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_30/logs/candidate_opt.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_30/logs/candidate_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_30/logs/candidate_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_30/logs/candidate_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_30/logs/final_cec_verify.log","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_30/logs/final_cec_verify.log"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_30/logs/original_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_30/logs/original_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_30/logs/original_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_30/logs/selected_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_30/logs/selected_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_30/logs/selected_stats.log left in tree."
"master_to_r11s_direct","content","protected_submit_tree","submit/results/final_public/tc_public_30/output.blif","CONFLICT (content): Merge conflict in submit/results/final_public/tc_public_30/output.blif"
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_4/logs/baseline_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_4/logs/baseline_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_4/logs/baseline_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_4/logs/baseline_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_4/logs/baseline_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_4/logs/baseline_stats.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_4/logs/candidate_cec.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_4/logs/candidate_cec.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_4/logs/candidate_cec.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_4/logs/candidate_opt.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_4/logs/candidate_opt.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_4/logs/candidate_opt.log left in tree."
"master_to_r11s_direct","modify/delete","protected_submit_tree","submit/results/final_public/tc_public_4/logs/candidate_stats.log","CONFLICT (modify/delete): submit/results/final_public/tc_public_4/logs/candidate_stats.log deleted in release/r11-preflight and modified in master.  Version master of submit/results/final_public/tc_public_4/logs/candidate_stats.log left in tree."
